clean_text,label,emotion
eighty percent antibiotic country fed livestock,1,neutral
today boot ground near southwest border time history,1,neutral
climatic research unit mail show science behind climate change pretty well debunked,0,neutral
big bank invested 300 000 joe heck heck sponsored 44 million dollar tax break bank,0,neutral
austin independent school district 's graduation rate reached time high 82 percent 2012,1,neutral
carlos gimenez want national database track discriminate,0,anger
say new york bureaucrat telling whether even drink big gulp,0,neutral
1990 led world percentage 25 34 year old college degree today 12th place,1,neutral
say ronda storm voted fund 'taj mahal courthouse,1,sadness
entered one poorest men congress left one poorest men government congress vice president,1,disgust
hillary clinton agreed john mccain voting war iraq,1,disgust
say medium distorted happened baby rally,1,anger
say bernie sander chose spend honeymoon soviet union 1988,1,sadness
john n't record senate john 's passed four bill 're post office,0,neutral
've cut tax 50 time look happened revenue 've grown,1,neutral
joe biden two week vacation kamala harris nonexistent since inauguration day jen psaki taking break duty press secretary one week,0,sadness
even hunter restricted using large capacity magazine five cartridge limit large game hunting three bird hunting,1,neutral
say 's billion private investment along streetcar,0,neutral
proposal cut income property tax scott walker increasing state deficit time borrowing already record level,0,disgust
aboard florida receiving million florida taxpayer dollar,0,neutral
four 10 homicide committed gun city,1,neutral
virginia 's current unemployment rate lowest virginia history,0,neutral
past three year state legislature enacted restriction abortion previous 10 year combined,1,neutral
1921 early suffragette often donned bathing suit ate pizza large group annoy men custom time,0,disgust
florida 200 golf course think 58 million round played year florida 've got 44 percent travel golf country million people come golf,1,neutral
100 sailor sea vaxxed covid seven week following deployment,1,neutral
say josh mandel 's campaign fbi investigation,0,sadness
say rep sean casten demanded impeachment republican president mueller report even released,0,anger
fewer war fewer people dying war quite time,1,sadness
democratic governor association obama political machine come republican primary try rig election spending million last couple day,1,anger
national debt track exceed size entire economy two year,1,neutral
obama administration used espionage act go whistleblower leaked journalist previous administration combined,1,neutral
estimate deported everybody texas illegally would create economic recession state,0,disgust
obama administration manipulated deportation data make appear border patrol deporting illegal immigrant bush administration,0,neutral
industrialized nation n't guarantee worker paid family leave,1,neutral
say sixty two percent small business last five year went could n't pay health care bill,0,sadness
amendment protects florida senior scam rip offs,0,neutral
say budget saving reducing pay benefit federal employee total 103 billion 10 year 50 000 per worker,1,neutral
boyfriend loophole mean commit serious crime domestic abuse wife ca n't get gun girlfriend,0,anger
even today part romney 's fortune invested china,1,neutral
rainy day fund 320 million 's much past,1,neutral
associated press called charlie crist 's attack top context true,1,disgust
democrat lost 900 state legislator since barack obama president,1,neutral
three quarter oil gone,0,neutral
say texas rank first execution among state,1,disgust
say greg abbott converted million federal grant money intended use prosecute online sexual predator cyber crime instead used harass prosecute senior citizen assisting senior citizen applying mail ballot,0,anger
john mccain stood president sounded alarm global warming five year ago,1,fear
american homeownership rate q2 2016 62 lowest rate 51yrs,1,neutral
florida 75 000 waiting list child care 23 000 waiting list community care elderly,1,neutral
say george soros arrested philadelphia election interference,0,sadness
cbo say cost health care reform rise trillion increasing price far greater 900 billion originally projected,0,neutral
say joe biden canceled keystone pipeline warren buffett donated 58 million campaign,0,sadness
united state industrialized modernized country already paid family medical leave program place,1,neutral
addition compensation judge roy moore wife paid million charity ran,1,disgust
say left 33 black hawk taliban 85 country,0,neutral
say federal law limitation number gun bullet buy,1,neutral
cost health care single biggest factor driving federal budget deficit,1,neutral
